"Repetitions","Text length","Duration","Success"
1e+03,27,8.577692e-06,true
1e+03,91,6.675257e-05,true
1e+04,27,4.357379e-06,true
1e+04,91,6.153135e-05,true
1e+05,27,4.397719e-06,true
1e+05,91,6.029041e-05,true
1e+06,27,4.399779e-06,true
1e+06,91,5.914890e-05,true
