Numbers,WrapperOverArrayList,SingleArray,VectorArray,FactorArray,MatrixArray
100.0,5.3298E-5,6.8824E-5,6.0728E-5,5.6567E-5,9.1895E-5
1000.0,2.63025E-4,5.93912E-4,1.58599E-4,1.1209E-4,2.36366E-4
10000.0,6.19893E-4,0.038104391,0.003253745,5.47373E-4,9.25423E-4
100000.0,0.002524734,1.449545199,0.1139478,0.001226153,0.011548447
1000000.0,0.015666519,350.482167494,60.421402048,0.026385123,1.3503764
