Numbers,WrapperOverArrayList,SingleArray,VectorArray,FactorArray,MatrixArray
100.0,4.4003E-5,1.73561E-4,1.53523E-4,1.49382E-4,2.04671E-4
1000.0,3.45168E-4,0.003066331,0.002790518,0.002670611,0.006281035
10000.0,0.002362277,0.082554592,0.084177922,0.084054898,0.405810756
100000.0,0.247861936,8.170570268,8.179845391,8.319951137,35.393645351
